,Date,Time,Location,Operator,Flight #,Route,AC Type,Aboard,Fatalities,Ground,Year,AC mfr,Departure,Arrival
190,1929-06-17,1130,"Off Dungeness, England",imperial airways,?,London - Paris - Basil - Zuric,Handley Page W-10,13.0,7.0,0,1929,handley,London,Zuric
191,1929-06-24,?,"St. Paul, Minnesota",northwest orient airlines,?,St. Paul - Minneapolis,Ford 5-AT-B Tri-Motor,8.0,1.0,0,1929,ford,St. Paul,Minneapolis
192,1929-06-29,2100,"Near Lindau, Bavaria, Germany",bodensee aerolloyd,?,?,Domier Delphin III (flying boat),5.0,5.0,0,1929,domier,?,?
193,1929-06-29,?,"Columbus, Ohio",continental airlines,?,?,Travel Air 4000,1.0,1.0,0,1929,travel,?,?
194,1929-08-11,?,"Clovis, New Mexico",middle states airlines,?,?,Lockheed 5 Vega,4.0,4.0,0,1929,lockheed,?,?
195,1929-08-24,?,"Sochi, Russia",ukvozduchput,?,?,Kalinin K-4,1.0,1.0,0,1929,kalinin,?,?
196,1929-08-24,?,"Elm, Germany",deutsche lufthansa,?,Frankfurt - Berlin,Fokker FG II,5.0,4.0,0,1929,fokker,Frankfurt,Berlin
197,1929-09-02,?,"Needles, California",associated aviators,?,?,Lockheed Vega,2.0,1.0,0,1929,lockheed,?,?
198,1929-09-03,1101,"Mt. Taylor, near Grants, New Mexico",trans continental air transport,?,Albuquerque - Los Angeles,Ford 5-AT-B Tri Motor,8.0,8.0,0,1929,ford,Albuquerque,Los Angeles
199,1929-09-06,?,"Jask, Iran",imperial airways,?,"London, England - India",de Havilland DH-66 Hercules,5.0,3.0,0,1929,de,"London, England",India
200,1929-09-14,?,North Atlantic Ocean,aeropostale,?,"Toulouse, France - Casablanca, Morocco",Latecoere 25,6.0,6.0,0,1929,latecoere,"Toulouse, France","Casablanca, Morocco"
201,1929-09-14,1800,"Saint Catharines, Ontario",skyways,?,Sightseeing,Travel Air 6000,6.0,6.0,0,1929,travel,?,?
202,1929-09-17,?,"Mt Lamentation, Connecticut",colonial air transport,?,?,Pitcairn PA-6 Mailwing,1.0,1.0,0,1929,pitcairn,?,?
203,1929-09-17,?,"Off Larache, Morocco",aeropostale,?,Toulouse - Perpignan - Barcelona - Alicante - Casablanca,Latecoere 25-3-R,5.0,5.0,0,1929,latecoere,Toulouse,Casablanca
204,1929-09-17,?,"Jacumba, California",pickwick airways,?,Tijuana - Nogales,Fairchild 71,2.0,1.0,0,1929,fairchild,Tijuana,Nogales
205,1929-10-26,1800,"Off Spezia, Italy",imperial airways,?,Naples - Genoa,Short Calcutta (flying boat),7.0,7.0,0,1929,short,Naples,Genoa
206,1929-10-29,?,"Mount Vernon, Ohio",continental airlines,?,Cleveland - Louisville,Stearman C-38,1.0,1.0,0,1929,stearman,Cleveland,Louisville
207,1929-10-31,?,"Off Bremerton, Washington",bremerton-seattle air taxi,?,Bremerton - Seattle,Loening C-2C,2.0,2.0,0,1929,loening,Bremerton,Seattle
208,1929-11-04,0700,"Cerro del Carbon, Mexico",corp. aeronautica de transportes,?,Matamoros - Mexico City - Juarez,Lockheed Vega 5,4.0,4.0,0,1929,lockheed,Matamoros,Juarez
209,1929-11-06,1010,"Near Godstone, Surrey, England",deutsche lufthansa,?,Croyden - Amsterdam - Berlin,Junkers G-24,8.0,7.0,0,1929,junkers,Croyden,Berlin
210,1929-11-16,0935,"Off Corsica, France",air union,?,Marseille - Ajaccio - Tunis,Liore et Olivier 190,3.0,3.0,0,1929,liore,Marseille,Tunis
211,1929-11-20,?,"Terranova Pausania, East Sardinia",s.a.m. società aerea mediterranea,?,"Cagliari, Terranova - Rome",Savoia Marchetti S55,12.0,1.0,0,1929,savoia,"Cagliari, Terranova",Rome
212,1929-11-30,?,"Vancouver, Washington",varney airlines,?,?,Stearman M-2 Speedmail,1.0,1.0,0,1929,stearman,?,?
213,1929-12-02,?,"Chagrin Falls, Ohio",national air transport,?,?,Douglas M-3,1.0,1.0,0,1929,douglas,?,?
214,1929-12-19,?,"Near Berlin, Germany",deutsche lufthansa,?,Marseille - Berlin,Arado V1,3.0,2.0,0,1929,arado,Marseille,Berlin
215,1929-12-30,c 17:00,"Amarillo, Texas",trans continental air transport,?,Demonistration,Travel Air B6000,5.0,5.0,0,1929,travel,?,?
216,1930-01-02,?,"Off Venice, California",?,?,Motion picture filming,?,10.0,10.0,0,1930,?,?,?
217,1930-01-10,?,"Brawnson, Nebraska",boeing air transport,?,?,Boeing 95,1.0,1.0,0,1930,boeing,?,?
218,1930-01-13,?,"Antananarivo, Madagascar",air orient,?,Antananarivo - Paris,Farman 190,3.0,3.0,0,1930,farman,Antananarivo,Paris
219,1930-01-19,1823,"Oceanside, California",maddux airlines,7,"Aqua Caliente, Mexico - Los Angeles",Ford 5-AT-C Tri Motor,16.0,16.0,0,1930,ford,"Aqua Caliente, Mexico",Los Angeles
220,1930-01-25,?,"Off Ceuta, Spain",aeropostale,?,Casablanca - Alicante,Latecoere 25,2.0,2.0,0,1930,latecoere,Casablanca,Alicante
221,1930-01-27,1730,"Kansas City, Missouri",central airlines (universal aviation corporation),?,"Wichita - Kansas City, KS",Travel Air A6000A,5.0,5.0,0,1930,travel,Wichita,"Kansas City, KS"
222,1930-02-03,?,"Hartford, Connecticut",colonial air transport,?,"Newark, NJ - Hartford, CT",Pitcairn PA-6 Mailwing,1.0,1.0,0,1930,pitcairn,"Newark, NJ","Hartford, CT"
223,1930-02-10,?,"Marden, England",air union,?,Paris - Croydon,Farman F-63,6.0,2.0,0,1930,farman,Paris,Croydon
224,1930-04-18,1700,"Jersey City, New Jersey",canadian colonial airways,?,"Albany, NY - Jersey City, NJ",Fairchild 71,4.0,4.0,0,1930,fairchild,"Albany, NY","Jersey City, NJ"
225,1930-05-10,?,"Buenos Aires, Argentina",aeropostale,?,Buenos Aires - Montevideo,Latecoere 28,4.0,3.0,0,1930,latecoere,Buenos Aires,Montevideo
226,1930-06-05,?,"Boston, Massachusetts",colonial air transport,?,Boston - Newark,Ford Tri-Motor 5,15.0,1.0,0,1930,ford,Boston,Newark
227,1930-07-07,?,"Bornholm, Denmark",deutsche lufthansa,?,Stettin - Norway,Dornier Wal,8.0,5.0,0,1930,dornier,Stettin,Norway
228,1930-07-10,?,"Arkansas Pass, Texas",cross airways,?,Port Aransas - Kansas City,Lockheed Vega 5,5.0,5.0,0,1930,lockheed,Port Aransas,Kansas City
229,1930-07-21,1500,"Near Meopham, Kent, England",walcot air line,?,"London - Le touquet, France",Junkers F-13ge,6.0,6.0,0,1930,junkers,London,"Le touquet, France"
230,1930-08-22,1545,"Iglau, Czechoslovakia",ceskoslovenske aerolinie,?,Prague - Bratislava,Ford 5-AT-C Tri Motor,11.0,10.0,0,1930,ford,Prague,Bratislava
231,1930-09-11,?,"Croydon, England",sabena,?,Croydon - Brussels,Sabca F-VII,2.0,2.0,0,1930,sabca,Croydon,Brussels
232,1930-09-25,?,"Edmonton, Alberta, Canada",western canada airways,?,Calgary - Moosejaw,Boeing 40,3.0,3.0,0,1930,boeing,Calgary,Moosejaw
233,1930-10-05,0205,"Near Beauvais, France",military,?,"Cardington, England - Karachi, Pakistan",Royal Airship Works R-101,54.0,48.0,0,1930,royal,"Cardington, England","Karachi, Pakistan"
234,1930-10-06,0945,"Dresden, Germany",deutsche lufthansa,?,Berlin - Vienna,Messerschmitt M-20B,8.0,8.0,0,1930,messerschmitt,Berlin,Vienna
235,1930-10-12,?,"La Rache, Morocco",aeropostale,?,Casablanca - Bahat - Toulouse,Latecoere 28,4.0,4.0,0,1930,latecoere,Casablanca,Toulouse
236,1930-10-13,?,"Perth, Australia",wings ltd,?,?,de Havilland DH.80 Puss Moth,3.0,3.0,?,1930,de,?,?
237,1930-10-28,?,"Prince Rupert, BC, Canada",alaska-washington airways,?,?,Lockheed Vega,3.0,3.0,0,1930,lockheed,?,?
238,1930-10-30,?,"Brookston, Indiana",embry riddle company,?,?,Pitcairn PA-6 Mailwing,1.0,1.0,0,1930,pitcairn,?,?
239,1930-10-30,?,"Near Neufchatel, France",imperial airways,?,"Paris, France - London, England",Handley Page W-8,6.0,3.0,0,1930,handley,"Paris, France","London, England"
240,1930-11-07,?,"Off of Santos, Brazil",syndicato condor,?,Porto Alegre - Laguna - Rio de Janeiro,Junkers G-24,9.0,1.0,0,1930,junkers,Porto Alegre,Rio de Janeiro
241,1930-11-18,0200,"Techachapi Mountains, California",pacific air transport,?,"Burbank, CA - Oakland, CA",Boeing 40,3.0,3.0,?,1930,boeing,"Burbank, CA","Oakland, CA"
242,1930-12-09,?,"Shanghai, China",china national aviation corporation,?,Shanghai - Hankow,Loening C-W Air Yaht,6.0,4.0,0,1930,loening,Shanghai,Hankow
243,1931-01-08,2240,"Melle, Belgium",sabena,?,Brussels - London,Fokker F-VII,2.0,2.0,0,1931,fokker,Brussels,London
244,1931-01-22,?,"Bluff Mountain, Washington",varney airlines,?,Portland - Pasco,Boeing 40,1.0,1.0,0,1931,boeing,Portland,Pasco
245,1931-02-08,?,"Wairoa, New Zealand",dominion airlines,?,Gisborne - Hastings,Desoutter II,3.0,3.0,0,1931,desoutter,Gisborne,Hastings
246,1931-02-20,?,"Bagot, Manitoba, Canada",western canada airways,?,Winnigeg - Moosejaw,Fokker Universal F-14,3.0,2.0,0,1931,fokker,Winnigeg,Moosejaw
247,1931-02-24,?,Off Spain,aeropostale,?,Algiers  Marseille,Latecoere 32,3.0,1.0,0,1931,latecoere,?,?
248,1931-03-21,1300,"New South Wales, Australia",australian national airways,?,Sydney - Melbourne,Avro 10,8.0,8.0,0,1931,avro,Sydney,Melbourne
249,1931-03-31,1045,"Bazaar, Kansas",trans continental and western air,599,Kansas City - Wichita - Los Angeles,Fokker F10A Trimotor,8.0,8.0,0,1931,fokker,Kansas City,Los Angeles
250,1931-04-14,?,"Near Letschen, Germany",deutsche lufthansa,?,?,Messerschmitt M-20,10.0,2.0,0,1931,messerschmitt,?,?
251,1931-05-05,2330,"Burbank, California",pacific air transport,?,San Diego - Los Angeles,Boeing 40,2.0,2.0,0,1931,boeing,San Diego,Los Angeles
252,1931-05-22,?,"Wampit, Australia",guiena airways,?,Lae - Bulolo,Junkers W-34,1.0,1.0,0,1931,junkers,Lae,Bulolo
253,1931-05-24,2230,"Bellefonte, Pennsylvania",national air transport,?,?,Boeing 95,1.0,1.0,0,1931,boeing,?,?
254,1931-06-07,0900,"Near Sandoway, Burma",air orient,?,Saigon - Karachi,Fokker F-VIIB,4.0,4.0,0,1931,fokker,Saigon,Karachi
255,1931-06-11,?,"Walbridge, Ohio",rubner flying service,?,?,Lockheed Vega 2,3.0,2.0,0,1931,lockheed,?,?
256,1931-06-13,?,"Saarbrucken, Germany",deutsche lufthansa,?,Cologne - Saarbrucken,Dornier Merkur,4.0,4.0,0,1931,dornier,Cologne,Saarbrucken
257,1931-07-12,?,"Chicago, Illinois",braniff airlines,?,Chicago - Detroit,Lockheed Vega,2.0,2.0,0,1931,lockheed,Chicago,Detroit
258,1931-07-14,?,"Temora, Australia",australian aerial services,?,?,Lasco Lascowl,2.0,2.0,0,1931,lasco,?,?
259,1931-07-21,?,"Centralia, Illinois",american airways,?,?,Pitcairn PA-6 Mailwing,1.0,1.0,0,1931,pitcairn,?,?
260,1931-07-24,?,"Kurudjevo, Bulgaria",cidna,?,Constantinople - Budapest,Fokker F-VII,7.0,7.0,0,1931,fokker,Constantinople,Budapest
261,1931-08-09,0840,"Cincinnati, Ohio",american airways,?,Cincinnati - Atlanta,Ford 5-AT-C Tri Motor,6.0,6.0,0,1931,ford,Cincinnati,Atlanta
262,1931-09-14,2000,"Chicago, Illinois",chicago-detroit airways,?,?,Lockheed Vega,1.0,1.0,0,1931,lockheed,?,?
263,1931-09-15,?,"Near Craiova, Oltenia, Romania",cidna,?,Paris - Bucharest,Fokker F-VIIb-3m,6.0,6.0,0,1931,fokker,Paris,Bucharest
264,1931-09-16,0400,"Oakland, California",pacific air transport,?,"Oakland, CA - Seattle, WA",Boeing 40,4.0,4.0,0,1931,boeing,"Oakland, CA","Seattle, WA"
265,1931-10-06,?,"Novia Scotia, Canada",deutsche lufthansa,?,Sydney - New York,Heinkel HE-2,3.0,3.0,0,1931,heinkel,Sydney,New York
266,1931-10-14,?,Brazil,syndicato condor,?,?,Dornier Wal,3.0,3.0,0,1931,dornier,?,?
267,1931-11-05,0648,"Camden, New Jersey","ny, phil., washington aw",?,"Newark, NJ - Camden, NJ - Washington DC",Lockheed Orion 9,5.0,5.0,0,1931,lockheed,"Newark, NJ",Washington DC
268,1931-11-13,?,"Sir Lowry's pass, South Africa",union airways,?,Durban - Cape Town,De Havilland DH.80,3.0,3.0,0,1931,de,Durban,Cape Town
269,1931-11-23,?,"Salt Lake City, Utah",boeing air transport,?,?,Boeing 40,1.0,1.0,0,1931,boeing,?,?
270,1931-11-24,?,"Near Tsinan, China",china national aviation corporation,?,Nanking - Peiking,Stinson,3.0,3.0,0,1931,stinson,Nanking,Peiking
271,1931-11-26,2230,"Pasco, Washington",varney airlines,?,"Portland, OR - Pasco, WA",Boeing 40,1.0,1.0,0,1931,boeing,"Portland, OR","Pasco, WA"
272,1931-12-05,?,"Kewanee, Illinois",braniff airways,?,Kansas City - Chicago,Lockheed Vega 5,6.0,2.0,0,1931,lockheed,Kansas City,Chicago
273,1931-12-06,0545,"Bangkok, Thailand",klm royal dutch airlines,?,Djakarta - Amsterdam - Bangkok - Rangoon (Burma),Fokker F-VIIb-3M,7.0,5.0,0,1931,fokker,Djakarta,Rangoon (Burma)
274,1931-12-09,?,Off Algiers,aeropostale,?,Marseille - Algiers,CAMS 56,2.0,2.0,0,1931,cams,Marseille,Algiers
275,1931-12-31,?,"Springfield, Ohio",american airways,?,"Port Colombus, OH - Louisville, KY",Fairchild Pilgrim 100A,5.0,4.0,0,1931,fairchild,"Port Colombus, OH","Louisville, KY"
276,1932-01-21,?,"Colvin Park, Ilinois",northwest airways,?,"Rockford - Chicago, IL - Madison, WI",Stinson SM-2A,1.0,1.0,0,1932,stinson,Rockford,"Madison, WI"
277,1932-01-29,c 16:00,"Lebec, California",century pacific lines,?,"San Francisco - Bakersfield - Los Angeles, CA",Stinson SM-6000B,8.0,8.0,0,1932,stinson,San Francisco,"Los Angeles, CA"
278,1932-02-01,?,"Off Miami, Florida",bimini airways,?,Miami - Bimini,Fairchild,5.0,5.0,0,1932,fairchild,Miami,Bimini
279,1932-02-02,?,"Rio Vista, California",boeing air transport,?,?,Boeing 40,2.0,1.0,0,1932,boeing,?,?
280,1932-02-02,?,"Marcellus, Michigan",transamerican airlines,?,Chicago - Kalamazoo,Stearman C-3MB,1.0,1.0,0,1932,stearman,Chicago,Kalamazoo
281,1932-02-27,?,"Off Setiba, Brazil",aeropostale,?,?,Latecoere 28,3.0,3.0,0,1932,latecoere,?,?
282,1932-03-08,02:00,"Saint Louis, Illinois",century airlines,?,Training,Stinson SM-6000B,5.0,3.0,0,1932,stinson,?,?
283,1932-03-19,1930,"Calimesa, California",american airways,?,"Phoenix, AZ - Los Angeles, CA",Fokker F-10A,7.0,7.0,0,1932,fokker,"Phoenix, AZ","Los Angeles, CA"
284,1932-03-21,?,"Steubenville, Ohio",trans continental and western air,?,Columbus - McKeesport,Northrop Alpha 3,1.0,1.0,0,1932,northrop,Columbus,McKeesport
285,1932-03-29,?,"Rutbah Wells, Iraq",air orient,?,Damascus - Baghdad - Karachi,Farman F-190,3.0,3.0,0,1932,farman,Damascus,Karachi
286,1932-03-31,?,"Bedford, Ohio",national air transport,?,?,Boeing 95,1.0,1.0,0,1932,boeing,?,?
287,1932-04-21,?,"Fort Wayne, Indiana",transamerica airlines,?,?,Stearman C-3MB,1.0,1.0,0,1932,stearman,?,?
288,1932-05-16,?,"Burbank, California",pacific air transport,?,San Diego - Burbank - Oakland,Boeing 40,3.0,3.0,0,1932,boeing,San Diego,Oakland
289,1932-05-30,1200,"Portland, Oregon",varney airlines,?,?,Boeing 40,2.0,1.0,0,1932,boeing,?,?
290,1932-07-16,c 08:00,"Mount El Plomo, near Vitacura, Chile",panagra,?,"Santiago, Chile - Mendosa, Argentina",Ford 5-AT-C Tri Motor,9.0,9.0,0,1932,ford,"Santiago, Chile","Mendosa, Argentina"
291,1932-08-12,?,"Beyrouth, Lebanon",air orient,?,Marseille - Naples - Beyrouth - Saigon,CAMS 53,7.0,0.0,0,1932,cams,Marseille,Saigon
292,1932-08-31,0010,"Tubergen, Germany",a b aerotransport,?,Amsterdam - Hanover - Copenagen - Malmö,Junkers G-23,2.0,2.0,0,1932,junkers,Amsterdam,Malmö
293,1932-09-08,c:09:00,"Salt Flats, Texas",american airways,?,El Paso - Dallas,Fokker F-10,4.0,3.0,0,1932,fokker,El Paso,Dallas
294,1932-09-17,0600,"Selsdon Park, England",air union,?,?,Liore-et-Olivier 213,2.0,1.0,0,1932,liore-et-olivier,?,?
295,1932-09-18,?,"Byron Bay, Australia",new england airways,?,Sydney - Lismore - Brisbane,De Havilland DH-80,3.0,3.0,0,1932,de,Sydney,Brisbane
296,1932-10-12,?,"Port Etienne, Mauritania",aeropostale,?,Dakar - Port Etienne - Algiers - Paris,Latecoere 28,1.0,1.0,0,1932,latecoere,Dakar,Paris
297,1932-10-26,?,"Villa Monte, Bolivia",lloyd aero boliviano,?,?,Ford Tri-motor 5,2.0,2.0,0,1932,ford,?,?
298,1932-10-29,?,"Ramsgate, England",deutsche lufthansa,?,London - Cologne - Berlin,Junkers W-33,2.0,2.0,0,1932,junkers,London,Berlin
299,1932-11-02,?,"Echterpfuhl, Germany",deutsche lufthansa,?,Nuremberg - Frankfort,Junkers F-13,5.0,5.0,0,1932,junkers,Nuremberg,Frankfort
300,1932-11-25,?,"Marianna, Arkansas",hunter airways,?,"Little Rock, AR - Memphis, TN",Travel Air 6000,2.0,2.0,0,1932,travel,"Little Rock, AR","Memphis, TN"
301,1932-12-14,?,"Amarillo, Texas",trans continental and western air,?,?,Ford 5,2.0,2.0,0,1932,ford,?,?
302,1932-12-14,?,"Rocky Ridge, Colorado",boeing air transport,?,?,Boeing 40,1.0,1.0,0,1932,boeing,?,?
303,1932-12-26,?,"Wau, Australia",guinea airways,?,?,De Havilland DH-60,1.0,1.0,0,1932,de,?,?
304,1933-01-10,?,Algiers,aeropostale,?,?,CAMS 53,3.0,1.0,0,1933,cams,?,?
305,1933-01-14,?,"Newark, New Jersey",eastern air transport,?,Test flight,Curtiss Condor 18,2.0,2.0,0,1933,curtiss,?,?
306,1933-01-20,?,"Marietta, Georgia",american airways,?,?,Stearman 4,1.0,1.0,0,1933,stearman,?,?
307,1933-01-20,02:07,"Bourne, Texas",american airways,?,Big Springs - San Antonio,Stearman 4,1.0,1.0,0,1933,stearman,Big Springs,San Antonio
308,1933-01-24,?,"Eugene, Oregon",pacific air transport,?,?,Ford 5-AT-D,3.0,2.0,0,1933,ford,?,?
309,1933-03-11,?,"Near Mendoza, Argentina",pan american grace airways,?,"Mendoza, Argentina - Santiago, Chili",Fairchild FC-2W,2.0,2.0,0,1933,fairchild,"Mendoza, Argentina","Santiago, Chili"
310,1933-03-25,2007,"Hayward, California",varney airlines,?,Burbank - San Francisco,Lockheed Orion 9,3.0,3.0,11,1933,lockheed,Burbank,San Francisco
311,1933-03-28,14:30,"Near Dixmude, Belgium",imperial airways,?,"Cologne, Germany - Croydon, England",Armstrong Whitworth Argosy II,15.0,15.0,0,1933,armstrong,"Cologne, Germany","Croydon, England"
312,1933-04-03,?,"Hemkenrode, Germany",deutsche lufthansa,?,?,Junkers F-13,2.0,1.0,0,1933,junkers,?,?
313,1933-04-04,1230,"Off Barnegat, New Jersey",military,?,?,Goodyear-Zeppelin U.S.S. Akron (airship),76.0,73.0,0,1933,goodyear-zeppelin,?,?
314,1933-04-23,0740,"Near Castrovillari, Calabria, Italy",air orient,?,Corfu - Naples,Cams 53-1,8.0,5.0,0,1933,cams,Corfu,Naples
315,1933-04-29,?,"Traunstein, Germany",eurasia,?,?,Junkers W-34,4.0,4.0,0,1933,junkers,?,?
316,1933-05-09,1500,"Near Viladrau, Spain",aeropostale,?,Paris - Morroco,Latecoere 28-1,6.0,6.0,0,1933,latecoere,Paris,Morroco
317,1933-06-04,0315,"Bowling Green, Virginia",eastern air transport,?,?,Pitcairns PA-6,1.0,1.0,0,1933,pitcairns,?,?
318,1933-06-11,1700,"Glenview, Illinois",palwaukee,?,Sightseeing,Sikorsky S-38B (flying boat),9.0,9.0,0,1933,sikorsky,?,?
319,1933-07-18,1540,Aegean Sea,societa anonima aero expresso italiana,?,Athens - Rhodes,CMASA Wal (flying boat),6.0,6.0,0,1933,cmasa,Athens,Rhodes
320,1933-08-29,0100,"Quay, New Mexico",trans continental and western air,?,"Amarillo, TX - Albuquerque, NM",Ford 5-AT-B Tri Motor,5.0,5.0,0,1933,ford,"Amarillo, TX","Albuquerque, NM"
321,1933-09-12,?,"Near Ljubljana, Yugoslavia",aeroput,?,"Ljubjana - Susak, Croatia",Farman F-306,8.0,8.0,0,1933,farman,Ljubjana,"Susak, Croatia"
322,1933-10-10,2100,"Chesterton, Indiana",united airlines,?,Newark - Cleveland - Chicago - Oakland,Boeing 247,10.0,10.0,0,1933,boeing,Newark,Oakland
323,1933-10-31,1120,"Etobon, France",air france,?,Zurich - Basel - Paris,Farman F-301,5.0,2.0,0,1933,farman,Zurich,Paris
324,1933-11-09,2235,"Portland, Oregon",united airlines,?,"Seattle, WA - Dallas, TX",Boeing 247,10.0,4.0,?,1933,boeing,"Seattle, WA","Dallas, TX"
325,1933-11-10,?,"Moriarty, New Mexico",trans continental and western air,?,?,Northrop Delta,1.0,0.0,0,1933,northrop,?,?
326,1933-11-20,?,"Near Tsinan, China",china national aviation corporation,?,Canton - Shanghai,Stinson,8.0,8.0,?,1933,stinson,Canton,Shanghai
327,1933-11-21,15:00,"Near Kharkov, Ukraine, USSR",kalinin,?,Test flight,Kalinin K-7,20.0,14.0,0,1933,kalinin,?,?
328,1933-11-24,?,"Wedron, Illinois",national air transport,?,?,Boeing 247,2.0,2.0,0,1933,boeing,?,?
329,1933-12-11,1600,"Hamburg, Germany",deutsche lufthansa,?,Berlin - Hamburg,Focke-Wulf A-17,10.0,6.0,0,1933,focke-wulf,Berlin,Hamburg
330,1933-12-14,?,"Eshowe, South Africa",union airways,?,?,Junkers W-34,6.0,5.0,0,1933,junkers,?,?
331,1933-12-30,c 13:00,"Near Ruysselede, Belgium",imperial airways,?,"Brussels, Belgium - Croydon, England",Avro 10,10.0,10.0,0,1933,avro,"Brussels, Belgium","Croydon, England"
332,1934-01-15,1815,"Corbigny, France",air france,?,Saigon - Paris,Dewoitine D-332,14.0,14.0,0,1934,dewoitine,Saigon,Paris
333,1934-01-20,?,"Carombe, France",air france,?,?,Breguet 280T,2.0,2.0,0,1934,breguet,?,?
334,1934-02-23,1415,"Near Salt Lake City, Utah",boeing aircraft company,?,Salt Lake City - Cheyenne,Boeing 247,8.0,8.0,0,1934,boeing,Salt Lake City,Cheyenne
335,1934-02-26,?,"Rio de Oro, Morocco",air france,?,?,Latécoère 28,6.0,1.0,0,1934,latécoère,?,?
336,1934-03-06,?,"Petersburg, Illinois",american airways,?,"St. Louis, MO - Chicago, IL",Fairchild Pilgrim 100A,4.0,4.0,0,1934,fairchild,"St. Louis, MO","Chicago, IL"
337,1934-03-10,?,"Pereira, Colombia",pan american airways (scadta),?,Quiddo - Cartago,Sikorsky S-38 Flying Boat,6.0,5.0,0,1934,sikorsky,Quiddo,Cartago
338,1934-03-22,?,"Near Lima, Peru",pan american grace airlines,?,?,Ford 5-AT-C Tri-Motor,15.0,3.0,0,1934,ford,?,?
339,1934-04-10,?,"Ningpo Bay, China",china national aviation corporation,?,?,Sikorsky S-38BB,3.0,3.0,0,1934,sikorsky,?,?
340,1934-05-09,?,English Channel,air france,?,"Dieppe, France - New Haven, England",Wibault 282T,6.0,6.0,0,1934,wibault,"Dieppe, France","New Haven, England"
341,1934-05-31,0500,"Croydon, England",air france,?,"Croydon, England - Paris, France",Liore-et-Olivier 213,2.0,2.0,0,1934,liore-et-olivier,"Croydon, England","Paris, France"
342,1934-06-09,1700,"Mongaup Mountain, New York",american airways,?,New York - Chicago,Curtiss Condor T-32,7.0,7.0,0,1934,curtiss,New York,Chicago
343,1934-06-11,1100,"Junin, Argentina",panagra,?,Buenos Aires - Santiago,Ford 5-AT-C Tri-Motor,10.0,6.0,0,1934,ford,Buenos Aires,Santiago
344,1934-06-22,?,"Chausseehausen, Germany",deutsche lufthansa,?,?,Dornier Merkur,7.0,1.0,0,1934,dornier,?,?
345,1934-06-23,0600,"Burbank, California",aerevias centrales air service,?,Mexico - Burbank,Lockheed Orion,1.0,1.0,0,1934,lockheed,Mexico,Burbank
346,1934-07-09,?,"San Bernardino, California",united air services,?,San Bernardion - Los Angeles,Lockheed Vega,4.0,3.0,0,1934,lockheed,San Bernardion,Los Angeles
347,1934-07-27,0950,"Near Tuttlingen, Germany",swissair,?,Zurich - Stuttgart - Leipzig - Berlin,Curtiss AT-32C Condor,12.0,12.0,0,1934,curtiss,Zurich,Berlin
348,1934-08-05,?,"Bahia, Brazil",air france,?,?,Latecoere 26,2.0,2.0,0,1934,latecoere,?,?
349,1934-08-10,?,"Ningbo, China",china national aviation corporation,?,?,Sikorsky S-38B,,,?,1934,sikorsky,?,?
350,1934-08-31,2245,"Amazonia, Missouri",rapid air transport,6,Kansas City - Saint Joseph - Omaha,Stinson SM-6000B,5.0,5.0,0,1934,stinson,Kansas City,Omaha
351,1934-10-02,1050,English Channel,hillman's airways,?,Croydon - Paris,de havilland 89 Dragon Rapide,7.0,7.0,0,1934,de,Croydon,Paris
352,1934-10-03,?,"Near Winton, Australia",qantas,?,?,de Havilland DH-50A,3.0,3.0,0,1934,de,?,?
353,1934-10-19,?,"Bass Strait, Australia",holymans airways,?,"Launceston, Tasmania - Melbourne, Australia",de Havilland DH-86,11.0,11.0,0,1934,de,"Launceston, Tasmania","Melbourne, Australia"
354,1934-11-02,?,"Kiapit, Australia",holdens air transport service,?,Rabaul - Kaiapit,De Havilland DH-61,4.0,2.0,0,1934,de,Rabaul,Kaiapit
